8,1,4.0,1739.054787655809
8,1,5.0,1739.054787655809
8,1,3.0,1739.054787655809
8,1,2.0,1739.054787655809
8,1,6.0,1739.054787655809
8,1,7.0,1739.054787655809
8,1,1.0,1739.054787655809
7,2,6.0,1634.12253372534
7,2,7.0,1634.12253372534
7,2,5.0,1634.12253372534
7,2,4.0,1634.12253372534
7,2,1.0,1634.12253372534
7,2,3.0,1634.12253372534
7,2,2.0,1634.12253372534
4,1,3.0,1615.152484557217
4,1,5.0,1615.152484557217
4,1,1.0,1615.152484557217
4,1,2.0,1615.152484557217
4,1,4.0,1615.152484557217
4,1,7.0,1615.152484557217
4,1,6.0,1615.152484557217
5,2,3.0,1552.309003560022
5,2,2.0,1552.309003560022
5,2,1.0,1552.309003560022
5,2,6.0,1552.309003560022
5,2,7.0,1552.309003560022
5,2,4.0,1552.309003560022
5,2,5.0,1552.309003560022
6,2,5.0,1437.541955038033
6,2,6.0,1437.541955038033
6,2,2.0,1437.541955038033
6,2,1.0,1437.541955038033
6,2,7.0,1437.541955038033
6,2,4.0,1437.541955038033
6,2,3.0,1437.541955038033
6,3,5.0,1422.863924337508
6,3,4.0,1422.863924337508
6,3,2.0,1422.863924337508
6,3,3.0,1422.863924337508
6,3,1.0,1422.863924337508
6,3,7.0,1422.863924337508
6,3,6.0,1422.863924337508
4,3,3.0,1388.679603515122
4,3,5.0,1388.679603515122
4,3,4.0,1388.679603515122
4,3,1.0,1388.679603515122
4,3,2.0,1388.679603515122
4,3,6.0,1388.679603515122
4,3,7.0,1388.679603515122
7,3,5.0,1376.447537694524
7,3,7.0,1376.447537694524
7,3,1.0,1376.447537694524
7,3,6.0,1376.447537694524
7,3,3.0,1376.447537694524
7,3,2.0,1376.447537694524
7,3,4.0,1376.447537694524
7,1,1.0,1372.860254102994
7,1,2.0,1372.860254102994
7,1,7.0,1372.860254102994
7,1,6.0,1372.860254102994
7,1,5.0,1372.860254102994
7,1,4.0,1372.860254102994
7,1,3.0,1372.860254102994
8,2,7.0,1320.170394575778
8,2,6.0,1320.170394575778
8,2,5.0,1320.170394575778
8,2,4.0,1320.170394575778
8,2,3.0,1320.170394575778
8,2,2.0,1320.170394575778
8,2,1.0,1320.170394575778
4,2,7.0,1283.653218757404
4,2,5.0,1283.653218757404
4,2,4.0,1283.653218757404
4,2,3.0,1283.653218757404
4,2,2.0,1283.653218757404
4,2,1.0,1283.653218757404
4,2,6.0,1283.653218757404
8,3,5.0,1208.839173226885
8,3,4.0,1208.839173226885
8,3,3.0,1208.839173226885
8,3,2.0,1208.839173226885
8,3,1.0,1208.839173226885
8,3,7.0,1208.839173226885
8,3,6.0,1208.839173226885
6,1,3.0,1096.377429853662
6,1,7.0,1096.377429853662
6,1,6.0,1096.377429853662
6,1,5.0,1096.377429853662
6,1,1.0,1096.377429853662
6,1,4.0,1096.377429853662
6,1,2.0,1096.377429853662
5,3,2.0,1022.820349669291
5,3,1.0,1022.820349669291
5,3,3.0,1022.820349669291
5,3,7.0,1022.820349669291
5,3,6.0,1022.820349669291
5,3,5.0,1022.820349669291
5,3,4.0,1022.820349669291
8,0,7.0,959.1250880932356
8,0,6.0,959.1250880932356
8,0,5.0,959.1250880932356
8,0,4.0,959.1250880932356
8,0,3.0,959.1250880932356
8,0,2.0,959.1250880932356
8,0,1.0,959.1250880932356
5,1,7.0,919.0590264430356
5,1,6.0,919.0590264430356
5,1,5.0,919.0590264430356
5,1,4.0,919.0590264430356
5,1,3.0,919.0590264430356
5,1,2.0,919.0590264430356
5,1,1.0,919.0590264430356
6,0,7.0,855.5997070894798
6,0,6.0,855.5997070894798
6,0,5.0,855.5997070894798
6,0,3.0,855.5997070894798
6,0,2.0,855.5997070894798
6,0,1.0,855.5997070894798
6,0,4.0,855.5997070894798
7,0,7.0,816.0700340966342
7,0,6.0,816.0700340966342
7,0,5.0,816.0700340966342
7,0,4.0,816.0700340966342
7,0,3.0,816.0700340966342
7,0,2.0,816.0700340966342
7,0,1.0,816.0700340966342
4,0,7.0,733.6675029268422
4,0,6.0,733.6675029268422
4,0,5.0,733.6675029268422
4,0,4.0,733.6675029268422
4,0,3.0,733.6675029268422
4,0,2.0,733.6675029268422
4,0,1.0,733.6675029268422
5,0,7.0,611.393015696686
5,0,6.0,611.393015696686
5,0,5.0,611.393015696686
5,0,4.0,611.393015696686
5,0,3.0,611.393015696686
5,0,2.0,611.393015696686
5,0,1.0,611.393015696686
